target_region,source_region,source_unit,source_prize,source_index,transform,axis,lag,window,days,h1_hits,h1_rate,h1_baseline,h1_lift_pp,h1_raw_p,h2_hits,h2_rate,h2_baseline,h2_lift_pp,h2_raw_p,score
MN,MT,Khánh Hòa,G5,1,FIRST2,D-4,4,180,52,30,0.5769230769230769,0.41884615384615387,15.8076923076923,0.01500662727970833,3,0.057692307692307696,0.029615384615384637,2.8076923076923057,0.216137086358329,19.176923076923067
MN,MN,TP. HCM,G7,1,FIRST2_REV,D-1,1,180,51,28,0.5490196078431373,0.41588235294117665,13.313725490196065,0.03696688381564431,4,0.0784313725490196,0.029607843137254924,4.882352941176468,0.05009234295467137,19.17254901960783
MN,MN,TP. HCM,G7,1,P2P1,D-1,1,180,51,28,0.5490196078431373,0.41588235294117665,13.313725490196065,0.03696688381564431,4,0.0784313725490196,0.029607843137254924,4.882352941176468,0.05009234295467137,19.17254901960783
MN,MT,Khánh Hòa,G2,1,FIRST2,W-2,14,180,52,30,0.5769230769230769,0.4196153846153846,15.730769230769226,0.015459191422697076,3,0.057692307692307696,0.029423076923076944,2.8269230769230753,0.21301709869913088,19.123076923076916
MN,MT,Khánh Hòa,G2,1,P1P2,W-2,14,180,52,30,0.5769230769230769,0.4196153846153846,15.730769230769226,0.015459191422697076,3,0.057692307692307696,0.029423076923076944,2.8269230769230753,0.21301709869913088,19.123076923076916
MB,MT,Khánh Hòa,G2,1,P5P2,D-3,3,180,51,19,0.37254901960784315,0.24000000000000007,13.254901960784307,0.020062001502698157,3,0.058823529411764705,0.010000000000000004,4.88235294117647,0.002550420382128448,19.11372549019607
MN,MB,MB_BOARD,G2,1,P5P2,D-6,6,90,88,50,0.5681818181818182,0.43227272727272725,13.590909090909097,0.006831413749036509,6,0.06818181818181818,0.031477272727272694,3.670454545454548,0.047783059175505564,18.995454545454557
MT,MT,Khánh Hòa,DB,1,P5P3,D-2,2,180,51,24,0.47058823529411764,0.3047058823529413,16.58823529411763,0.007726070726961835,2,0.0392156862745098,0.019607843137254912,1.9607843137254892,0.3067881108768499,18.941176470588218
MN,MB,MB_BOARD,G2,2,P4P1,D-1,1,60,60,33,0.55,0.4333333333333334,11.666666666666664,0.045188455929291584,5,0.08333333333333333,0.03150000000000002,5.183333333333331,0.02685783194756164,18.886666666666663
MN,MB,MB_BOARD,G2,2,P4P2,D-1,1,60,60,33,0.55,0.4333333333333334,11.666666666666664,0.045188455929291584,5,0.08333333333333333,0.03150000000000002,5.183333333333331,0.02685783194756164,18.886666666666663
MN,MT,Khánh Hòa,G1,1,LAST2_REV,D-6,6,180,51,33,0.6470588235294118,0.4637254901960786,18.333333333333318,0.0064767671777171245,2,0.0392156862745098,0.0347058823529412,0.4509803921568606,0.5818234489671488,18.87450980392155
MN,MT,Khánh Hòa,G1,1,P5P4,D-6,6,180,51,33,0.6470588235294118,0.4637254901960786,18.333333333333318,0.0064767671777171245,2,0.0392156862745098,0.0347058823529412,0.4509803921568606,0.5818234489671488,18.87450980392155
MB,MB,MB_BOARD,G1,1,HEAD_TAIL,D-4,4,60,60,22,0.36666666666666664,0.23633333333333348,13.033333333333315,0.013059366907124698,3,0.05,0.010000000000000005,3.9999999999999996,0.006845948082691203,18.833333333333314
MB,MB,MB_BOARD,G1,1,P1P5,D-4,4,60,60,22,0.36666666666666664,0.23633333333333348,13.033333333333315,0.013059366907124698,3,0.05,0.010000000000000005,3.9999999999999996,0.006845948082691203,18.833333333333314
MB,MB,MB_BOARD,G2,1,P3P5,W-3,21,60,60,22,0.36666666666666664,0.23633333333333348,13.033333333333315,0.013059366907124698,3,0.05,0.010000000000000005,3.9999999999999996,0.006845948082691203,18.833333333333314
MT,MT,Khánh Hòa,G5,1,FIRST2,W-2,14,180,52,25,0.4807692307692308,0.35480769230769227,12.596153846153852,0.039755745531757355,4,0.07692307692307693,0.02500000000000002,5.192307692307691,0.02534418742536154,18.82692307692308
MT,MT,Khánh Hòa,G5,1,P1P2,W-2,14,180,52,25,0.4807692307692308,0.35480769230769227,12.596153846153852,0.039755745531757355,4,0.07692307692307693,0.02500000000000002,5.192307692307691,0.02534418742536154,18.82692307692308
MT,MB,MB_BOARD,G1,1,P3P2,D-3,3,60,60,29,0.48333333333333334,0.35566666666666685,12.766666666666648,0.026747508669725226,4,0.06666666666666667,0.024500000000000015,4.216666666666665,0.04501771087494585,18.826666666666647
MN,MB,MB_BOARD,G1,1,P1P3,D-1,1,90,90,48,0.5333333333333333,0.4317777777777777,10.155555555555562,0.03298204150174869,7,0.07777777777777778,0.031444444444444414,4.633333333333336,0.01332116123116902,18.715555555555564
MT,MT,Khánh Hòa,G7,1,LAST2,D-3,3,180,52,30,0.5769230769230769,0.36000000000000004,21.692307692307683,0.0009215643945323954,0,0.0,0.02500000000000002,-2.5000000000000018,1.0,18.69230769230768
MT,MT,Khánh Hòa,G7,1,SECOND_HEAD_TAIL,D-3,3,180,52,30,0.5769230769230769,0.36000000000000004,21.692307692307683,0.0009215643945323954,0,0.0,0.02500000000000002,-2.5000000000000018,1.0,18.69230769230768
MT,MT,Khánh Hòa,G7,1,P2P3,D-3,3,180,52,30,0.5769230769230769,0.36000000000000004,21.692307692307683,0.0009215643945323954,0,0.0,0.02500000000000002,-2.5000000000000018,1.0,18.69230769230768
MN,MB,MB_BOARD,DB,1,P1P3,D-2,2,60,60,34,0.5666666666666667,0.4333333333333334,13.333333333333325,0.025354281074944807,4,0.06666666666666667,0.03150000000000002,3.5166666666666644,0.11702416527648819,18.55333333333332
MT,MT,Khánh Hòa,G1,1,P3P1,D-2,2,180,51,25,0.49019607843137253,0.3047058823529413,18.54901960784312,0.0032070342624405676,1,0.0196078431372549,0.019607843137254912,-1.0408340855860843e-15,0.6932118891231505,18.54901960784312
MT,MB,MB_BOARD,G2,1,LAST2_REV,D-3,3,60,60,30,0.5,0.35566666666666685,14.433333333333314,0.013882797406081473,3,0.05,0.024500000000000015,2.549999999999999,0.19485824258196202,18.49333333333331
MT,MB,MB_BOARD,G2,1,P5P4,D-3,3,60,60,30,0.5,0.35566666666666685,14.433333333333314,0.013882797406081473,3,0.05,0.024500000000000015,2.549999999999999,0.19485824258196202,18.49333333333331
MT,MB,MB_BOARD,G1,1,P5P2,D-1,1,90,90,41,0.45555555555555555,0.35200000000000004,10.35555555555555,0.025788187775313665,6,0.06666666666666667,0.024333333333333342,4.233333333333332,0.011774432580822808,18.43555555555555
MB,MT,Đà Nẵng,G1,1,P2P1,W-1,7,180,51,21,0.4117647058823529,0.24000000000000007,17.176470588235286,0.003382347141416812,1,0.0196078431372549,0.010000000000000004,0.9607843137254898,0.5056142667668168,18.329411764705874
MB,MT,Đà Nẵng,G1,1,FIRST2_REV,W-1,7,180,51,21,0.4117647058823529,0.24000000000000007,17.176470588235286,0.003382347141416812,1,0.0196078431372549,0.010000000000000004,0.9607843137254898,0.5056142667668168,18.329411764705874
MB,MT,Khánh Hòa,DB,1,P3P4,D-3,3,180,51,21,0.4117647058823529,0.24000000000000007,17.176470588235286,0.003382347141416812,1,0.0196078431372549,0.010000000000000004,0.9607843137254898,0.5056142667668168,18.329411764705874
MT,MT,Đà Nẵng,G2,1,P3P1,D-3,3,180,51,27,0.5294117647058824,0.3633333333333336,16.607843137254875,0.010159379191932508,2,0.0392156862745098,0.025098039215686287,1.4117647058823517,0.4219366617217241,18.301960784313696
MT,MT,Đà Nẵng,G5,1,FIRST2,D-1,1,180,52,28,0.5384615384615384,0.4124999999999999,12.596153846153852,0.044165551349864725,4,0.07692307692307693,0.030000000000000023,4.69230769230769,0.05738862633042385,18.22692307692308
MT,MT,Đà Nẵng,G5,1,P1P2,D-1,1,180,52,28,0.5384615384615384,0.4124999999999999,12.596153846153852,0.044165551349864725,4,0.07692307692307693,0.030000000000000023,4.69230769230769,0.05738862633042385,18.22692307692308
MN,MB,MB_BOARD,G2,1,LAST2,D-2,2,60,60,35,0.5833333333333334,0.4333333333333334,14.999999999999996,0.01339847436385373,3,0.05,0.03150000000000002,1.849999999999998,0.3260424533918774,18.219999999999995
MN,MB,MB_BOARD,G2,1,P4P5,D-2,2,60,60,35,0.5833333333333334,0.4333333333333334,14.999999999999996,0.01339847436385373,3,0.05,0.03150000000000002,1.849999999999998,0.3260424533918774,18.219999999999995
MT,MT,Đà Nẵng,G1,1,TAIL_HEAD,D-5,5,180,51,28,0.5490196078431373,0.36039215686274517,18.862745098039213,0.003908200912633473,1,0.0196078431372549,0.025098039215686287,-0.5490196078431385,0.7574886648522958,18.203921568627447
MT,MT,Đà Nẵng,G1,1,P5P1,D-5,5,180,51,28,0.5490196078431373,0.36039215686274517,18.862745098039213,0.003908200912633473,1,0.0196078431372549,0.025098039215686287,-0.5490196078431385,0.7574886648522958,18.203921568627447
MT,MB,MB_BOARD,G2,1,HEAD_SECOND_LAST,D-1,1,60,60,31,0.5166666666666667,0.35566666666666685,16.099999999999987,0.006750711841277779,2,0.03333333333333333,0.024500000000000015,0.8833333333333317,0.49000659267288155,18.159999999999986
MT,MB,MB_BOARD,G2,1,P1P4,D-1,1,60,60,31,0.5166666666666667,0.35566666666666685,16.099999999999987,0.006750711841277779,2,0.03333333333333333,0.024500000000000015,0.8833333333333317,0.49000659267288155,18.159999999999986
MN,MN,TP. HCM,G2,1,P4P1,W-1,7,180,51,28,0.5490196078431373,0.4676470588235294,8.13725490196079,0.15283473180989088,6,0.11764705882352941,0.0347058823529412,8.29411764705882,0.0021613785604348975,18.090196078431376
MN,MT,Đà Nẵng,G1,1,SECOND_HEAD_TAIL,W-3,21,180,52,31,0.5961538461538461,0.4665384615384616,12.961538461538453,0.04140998383428598,4,0.07692307692307693,0.034423076923076945,4.249999999999998,0.09668108582723069,18.06153846153845
MN,MT,Đà Nẵng,G1,1,P2P5,W-3,21,180,52,31,0.5961538461538461,0.4665384615384616,12.961538461538453,0.04140998383428598,4,0.07692307692307693,0.034423076923076945,4.249999999999998,0.09668108582723069,18.06153846153845
MN,MT,Khánh Hòa,G2,1,HEAD_SECOND_LAST,D-3,3,180,52,31,0.5961538461538461,0.4665384615384616,12.961538461538453,0.04140998383428598,4,0.07692307692307693,0.034423076923076945,4.249999999999998,0.09668108582723069,18.06153846153845
MT,MB,MB_BOARD,G2,1,LAST2_REV,D-6,6,90,88,45,0.5113636363636364,0.35295454545454547,15.840909090909088,0.001358803165536357,3,0.03409090909090909,0.02443181818181819,0.9659090909090898,0.4045185296203356,17.999999999999996
MT,MB,MB_BOARD,G2,1,P5P4,D-6,6,90,88,45,0.5113636363636364,0.35295454545454547,15.840909090909088,0.001358803165536357,3,0.03409090909090909,0.02443181818181819,0.9659090909090898,0.4045185296203356,17.999999999999996
MT,MT,Huế,G5,1,TAIL_HEAD,D-6,6,180,31,16,0.5161290322580645,0.41645161290322585,9.967741935483865,0.1726813402875097,3,0.0967741935483871,0.03000000000000002,6.677419354838706,0.049165641930423165,17.98064516129031
MT,MT,Huế,G5,1,SECOND_HEAD_TAIL,D-6,6,180,31,16,0.5161290322580645,0.41645161290322585,9.967741935483865,0.1726813402875097,3,0.0967741935483871,0.03000000000000002,6.677419354838706,0.049165641930423165,17.98064516129031
MT,MT,Huế,G5,1,P2P4,D-6,6,180,31,16,0.5161290322580645,0.41645161290322585,9.967741935483865,0.1726813402875097,3,0.0967741935483871,0.03000000000000002,6.677419354838706,0.049165641930423165,17.98064516129031
MT,MT,Huế,G5,1,P4P1,D-6,6,180,31,16,0.5161290322580645,0.41645161290322585,9.967741935483865,0.1726813402875097,3,0.0967741935483871,0.03000000000000002,6.677419354838706,0.049165641930423165,17.98064516129031
MN,MT,Khánh Hòa,G5,1,LAST2,W-4,28,180,52,27,0.5192307692307693,0.4196153846153846,9.961538461538467,0.09423725474563556,5,0.09615384615384616,0.029423076923076944,6.673076923076922,0.0074002186561861125,17.969230769230773
MN,MT,Khánh Hòa,G5,1,P3P4,W-4,28,180,52,27,0.5192307692307693,0.4196153846153846,9.961538461538467,0.09423725474563556,5,0.09615384615384616,0.029423076923076944,6.673076923076922,0.0074002186561861125,17.969230769230773
MT,MT,Khánh Hòa,G7,1,FIRST2_REV,D-3,3,180,52,26,0.5,0.36000000000000004,13.999999999999996,0.025068981512991292,3,0.057692307692307696,0.02500000000000002,3.2692307692307674,0.14323952870805642,17.923076923076916
MT,MT,Khánh Hòa,G7,1,P2P1,D-3,3,180,52,26,0.5,0.36000000000000004,13.999999999999996,0.025068981512991292,3,0.057692307692307696,0.02500000000000002,3.2692307692307674,0.14323952870805642,17.923076923076916
MT,MT,Đà Nẵng,DB,1,P3P5,W-1,7,180,52,26,0.5,0.36000000000000004,13.999999999999996,0.025068981512991292,3,0.057692307692307696,0.02500000000000002,3.2692307692307674,0.14323952870805642,17.923076923076916
MT,MT,Khánh Hòa,DB,1,P4P2,D-6,6,180,51,28,0.5490196078431373,0.3633333333333336,18.56862745098037,0.004506614026177616,1,0.0196078431372549,0.025098039215686287,-0.5490196078431385,0.7574886648522958,17.909803921568603
MN,MB,MB_BOARD,G1,1,FIRST2,W-3,21,60,60,36,0.6,0.4333333333333334,16.666666666666657,0.00666203259031103,2,0.03333333333333333,0.03150000000000002,0.18333333333333118,0.6134260137891246,17.886666666666656
MN,MB,MB_BOARD,G1,1,P1P2,W-3,21,60,60,36,0.6,0.4333333333333334,16.666666666666657,0.00666203259031103,2,0.03333333333333333,0.03150000000000002,0.18333333333333118,0.6134260137891246,17.886666666666656
MT,MB,MB_BOARD,DB,1,TAIL_HEAD,D-2,2,60,60,32,0.5333333333333333,0.35566666666666685,17.766666666666648,0.003072511326715363,1,0.016666666666666666,0.024500000000000015,-0.7833333333333349,0.7910376361153606,17.826666666666647
MT,MB,MB_BOARD,DB,1,P5P1,D-2,2,60,60,32,0.5333333333333333,0.35566666666666685,17.766666666666648,0.003072511326715363,1,0.016666666666666666,0.024500000000000015,-0.7833333333333349,0.7910376361153606,17.826666666666647
MT,MB,MB_BOARD,G2,1,FIRST2_REV,W-3,21,90,86,39,0.45348837209302323,0.3536046511627908,9.988372093023246,0.03402324288447783,7,0.08139534883720931,0.0244186046511628,5.697674418604651,0.0010558614862524653,17.825581395348827
MT,MB,MB_BOARD,G2,1,P2P1,W-3,21,90,86,39,0.45348837209302323,0.3536046511627908,9.988372093023246,0.03402324288447783,7,0.08139534883720931,0.0244186046511628,5.697674418604651,0.0010558614862524653,17.825581395348827
MT,MB,MB_BOARD,DB,1,P2P3,D-6,6,90,88,40,0.45454545454545453,0.35295454545454547,10.159090909090907,0.0298725154807287,7,0.07954545454545454,0.02443181818181819,5.511363636363635,0.0013340560111275955,17.772727272727266
MT,MT,Huế,G1,1,P2P3,W-4,28,180,36,18,0.5,0.35861111111111105,14.138888888888895,0.05534455453977385,2,0.05555555555555555,0.02527777777777779,3.027777777777776,0.26550779822198045,17.772222222222226
MT,MT,Huế,DB,1,P2P5,W-4,28,180,36,18,0.5,0.35861111111111105,14.138888888888895,0.05534455453977385,2,0.05555555555555555,0.02527777777777779,3.027777777777776,0.26550779822198045,17.772222222222226
MN,MN,TP. HCM,DB,1,LAST2,D-5,5,180,52,32,0.6153846153846154,0.4657692307692309,14.961538461538455,0.021492424624050387,3,0.057692307692307696,0.03461538461538464,2.3076923076923057,0.29770215392934474,17.730769230769223
MN,MN,TP. HCM,DB,1,P5P6,D-5,5,180,52,32,0.6153846153846154,0.4657692307692309,14.961538461538455,0.021492424624050387,3,0.057692307692307696,0.03461538461538464,2.3076923076923057,0.29770215392934474,17.730769230769223
MN,MN,TP. HCM,G7,1,FIRST2_REV,W-1,7,180,51,29,0.5686274509803921,0.4676470588235294,10.098039215686272,0.09594723190613821,5,0.09803921568627451,0.0347058823529412,6.333333333333331,0.0183738418096401,17.69803921568627
MN,MN,TP. HCM,G7,1,P2P1,W-1,7,180,51,29,0.5686274509803921,0.4676470588235294,10.098039215686272,0.09594723190613821,5,0.09803921568627451,0.0347058823529412,6.333333333333331,0.0183738418096401,17.69803921568627
MN,MB,MB_BOARD,G1,1,TAIL_HEAD,W-1,7,90,87,47,0.5402298850574713,0.43206896551724133,10.816091954022994,0.026903629225031787,7,0.08045977011494253,0.03149425287356319,4.896551724137934,0.010495776718317019,17.691954022988515
MN,MB,MB_BOARD,G1,1,P5P1,W-1,7,90,87,47,0.5402298850574713,0.43206896551724133,10.816091954022994,0.026903629225031787,7,0.08045977011494253,0.03149425287356319,4.896551724137934,0.010495776718317019,17.691954022988515
MN,MT,Đà Nẵng,DB,1,TAIL_HEAD,W-2,14,180,52,32,0.6153846153846154,0.4665384615384616,14.88461538461538,0.02208223214430112,3,0.057692307692307696,0.034423076923076945,2.326923076923075,0.2945793786710798,17.67692307692307
MN,MT,Đà Nẵng,G8,1,FIRST2,W-4,28,180,52,32,0.6153846153846154,0.4665384615384616,14.88461538461538,0.02208223214430112,3,0.057692307692307696,0.034423076923076945,2.326923076923075,0.2945793786710798,17.67692307692307
MN,MT,Đà Nẵng,G8,1,HEAD_TAIL,W-4,28,180,52,32,0.6153846153846154,0.4665384615384616,14.88461538461538,0.02208223214430112,3,0.057692307692307696,0.034423076923076945,2.326923076923075,0.2945793786710798,17.67692307692307
MN,MT,Đà Nẵng,G8,1,LAST2,W-4,28,180,52,32,0.6153846153846154,0.4665384615384616,14.88461538461538,0.02208223214430112,3,0.057692307692307696,0.034423076923076945,2.326923076923075,0.2945793786710798,17.67692307692307
MN,MT,Đà Nẵng,G8,1,P1P2,W-4,28,180,52,32,0.6153846153846154,0.4665384615384616,14.88461538461538,0.02208223214430112,3,0.057692307692307696,0.034423076923076945,2.326923076923075,0.2945793786710798,17.67692307692307
MB,MB,MB_BOARD,DB,1,HEAD_SECOND_LAST,D-2,2,90,90,32,0.35555555555555557,0.23766666666666658,11.788888888888899,0.006146009008499112,3,0.03333333333333333,0.010000000000000007,2.3333333333333326,0.04503347991466753,17.588888888888896
MB,MB,MB_BOARD,DB,1,P1P4,D-2,2,90,90,32,0.35555555555555557,0.23766666666666658,11.788888888888899,0.006146009008499112,3,0.03333333333333333,0.010000000000000007,2.3333333333333326,0.04503347991466753,17.588888888888896
MT,MT,Huế,G5,1,TAIL_HEAD,D-3,3,180,31,16,0.5161290322580645,0.34967741935483865,16.645161290322584,0.03961937697967071,1,0.03225806451612903,0.02451612903225808,0.7741935483870952,0.6186606007319277,17.574193548387097
MT,MT,Huế,G5,1,P4P1,D-3,3,180,31,16,0.5161290322580645,0.34967741935483865,16.645161290322584,0.03961937697967071,1,0.03225806451612903,0.02451612903225808,0.7741935483870952,0.6186606007319277,17.574193548387097
MN,MN,TP. HCM,G2,1,P2P4,D-3,3,180,51,26,0.5098039215686274,0.41588235294117665,9.392156862745077,0.11145773910132137,5,0.09803921568627451,0.030000000000000023,6.803921568627448,0.007385400154829032,17.556862745098016
MN,MB,MB_BOARD,G2,2,P1P3,W-4,28,60,60,37,0.6166666666666667,0.4333333333333334,18.33333333333333,0.003114155785199903,1,0.016666666666666666,0.03150000000000002,-1.4833333333333354,0.8478808756620632,17.553333333333327
MN,MB,MB_BOARD,G2,2,P5P2,D-3,3,60,60,37,0.6166666666666667,0.4333333333333334,18.33333333333333,0.003114155785199903,1,0.016666666666666666,0.03150000000000002,-1.4833333333333354,0.8478808756620632,17.553333333333327
MT,MT,Đà Nẵng,G2,1,P1P3,W-3,21,180,52,27,0.5192307692307693,0.36000000000000004,15.923076923076923,0.012297936743724435,2,0.038461538461538464,0.02500000000000002,1.3461538461538445,0.4295004052060517,17.538461538461537
MN,MB,MB_BOARD,G2,2,LAST2,W-3,21,90,86,51,0.5930232558139535,0.43244186046511623,16.05813953488373,0.0018832964989321144,3,0.03488372093023256,0.031511627906976716,0.3372093023255841,0.5515682819957541,17.46279069767443
MN,MB,MB_BOARD,G2,2,P4P5,W-3,21,90,86,51,0.5930232558139535,0.43244186046511623,16.05813953488373,0.0018832964989321144,3,0.03488372093023256,0.031511627906976716,0.3372093023255841,0.5515682819957541,17.46279069767443
MT,MT,Khánh Hòa,G1,1,LAST2_REV,D-4,4,180,52,30,0.5769230769230769,0.4124999999999999,16.442307692307693,0.011674911935875587,2,0.038461538461538464,0.030000000000000023,0.846153846153844,0.5194509570460595,17.457692307692305
MT,MT,Khánh Hòa,G1,1,P5P4,D-4,4,180,52,30,0.5769230769230769,0.4124999999999999,16.442307692307693,0.011674911935875587,2,0.038461538461538464,0.030000000000000023,0.846153846153844,0.5194509570460595,17.457692307692305
MT,MT,Huế,G2,1,P1P3,D-5,5,180,31,15,0.4838709677419355,0.35870967741935483,12.516129032258066,0.10280702704456064,2,0.06451612903225806,0.0238709677419355,4.064516129032256,0.1856022407326722,17.39354838709677
MN,MB,MB_BOARD,G2,2,FIRST2_REV,W-2,14,180,176,95,0.5397727272727273,0.4335227272727274,10.62499999999999,0.002817217795304091,11,0.0625,0.031193181818181828,3.130681818181817,0.014914040614233431,17.38181818181817
MN,MB,MB_BOARD,G2,2,P2P1,W-2,14,180,176,95,0.5397727272727273,0.4335227272727274,10.62499999999999,0.002817217795304091,11,0.0625,0.031193181818181828,3.130681818181817,0.014914040614233431,17.38181818181817
MT,MT,Huế,DB,1,P5P2,W-1,7,180,31,14,0.45161290322580644,0.36387096774193545,8.7741935483871,0.2036217147662645,3,0.0967741935483871,0.025483870967741948,7.129032258064514,0.025654087816252957,17.329032258064515
MT,MB,MB_BOARD,G1,1,P5P3,D-6,6,90,88,42,0.4772727272727273,0.35295454545454547,12.431818181818183,0.009934805389967353,5,0.056818181818181816,0.02443181818181819,3.238636363636363,0.05233413485355729,17.31818181818182
MN,MN,TP. HCM,DB,1,P4P1,W-3,21,180,51,30,0.5882352941176471,0.4676470588235294,12.058823529411766,0.05641056717391175,4,0.0784313725490196,0.0347058823529412,4.372549019607841,0.09283169454842809,17.305882352941175
MT,MT,Huế,G7,1,TAIL_HEAD,W-3,21,180,34,18,0.5294117647058824,0.36147058823529404,16.794117647058833,0.03145537263279674,1,0.029411764705882353,0.025294117647058835,0.41176470588235176,0.6529151089104389,17.288235294117655
MT,MT,Huế,G7,1,P3P1,W-3,21,180,34,18,0.5294117647058824,0.36147058823529404,16.794117647058833,0.03145537263279674,1,0.029411764705882353,0.025294117647058835,0.41176470588235176,0.6529151089104389,17.288235294117655
MN,MB,MB_BOARD,DB,1,P5P2,D-6,6,60,60,32,0.5333333333333333,0.4333333333333334,9.999999999999993,0.07594495348777604,5,0.08333333333333333,0.03150000000000002,5.183333333333331,0.02685783194756164,17.21999999999999
MN,MB,MB_BOARD,G2,1,P2P4,W-1,7,60,60,32,0.5333333333333333,0.4333333333333334,9.999999999999993,0.07594495348777604,5,0.08333333333333333,0.03150000000000002,5.183333333333331,0.02685783194756164,17.21999999999999
MN,MT,Khánh Hòa,DB,1,P5P2,W-2,14,180,52,29,0.5576923076923077,0.4196153846153846,13.80769230769231,0.030251089014642827,3,0.057692307692307696,0.029423076923076944,2.8269230769230753,0.21301709869913088,17.2
MN,MN,TP. HCM,DB,1,P1P3,D-3,3,180,51,27,0.5294117647058824,0.41588235294117665,11.352941176470571,0.0664301451952279,4,0.0784313725490196,0.030000000000000023,4.843137254901958,0.052929245884517244,17.16470588235292
MT,MT,Đà Nẵng,DB,1,P2P4,W-4,28,180,52,22,0.4230769230769231,0.36000000000000004,6.307692307692303,0.2109412294213455,6,0.11538461538461539,0.02500000000000002,9.038461538461537,9.552315817077502e-05,17.153846153846146
MT,MB,MB_BOARD,G1,1,P3P2,D-3,3,90,90,41,0.45555555555555555,0.35200000000000004,10.35555555555555,0.025788187775313665,5,0.05555555555555555,0.024333333333333342,3.122222222222221,0.057019236319475766,17.102222222222217
MN,MB,MB_BOARD,G2,2,P5P2,D-3,3,180,176,99,0.5625,0.432784090909091,12.971590909090903,0.00034038205236737505,7,0.03977272727272727,0.031136363636363643,0.863636363636363,0.3290027850737614,17.007954545454538
MN,MB,MB_BOARD,G2,1,P4P3,D-3,3,90,90,50,0.5555555555555556,0.4317777777777777,12.377777777777787,0.011778290462038014,4,0.044444444444444446,0.031444444444444414,1.3000000000000032,0.3428537779421809,16.93777777777779
MN,MT,Đà Nẵng,DB,1,P1P2,W-2,14,180,52,34,0.6538461538461539,0.4665384615384616,18.730769230769223,0.005107382448205548,1,0.019230769230769232,0.034423076923076945,-1.5192307692307714,0.8367597419625783,16.907692307692297
MN,MT,Đà Nẵng,DB,1,FIRST2,W-2,14,180,52,34,0.6538461538461539,0.4665384615384616,18.730769230769223,0.005107382448205548,1,0.019230769230769232,0.034423076923076945,-1.5192307692307714,0.8367597419625783,16.907692307692297
MT,MT,Khánh Hòa,DB,1,P6P4,W-2,14,180,52,24,0.46153846153846156,0.35480769230769227,10.67307692307693,0.0716395663521756,4,0.07692307692307693,0.02500000000000002,5.192307692307691,0.02534418742536154,16.90384615384616
MN,MB,MB_BOARD,G2,1,TAIL_HEAD,W-2,14,60,60,33,0.55,0.4333333333333334,11.666666666666664,0.045188455929291584,4,0.06666666666666667,0.03150000000000002,3.5166666666666644,0.11702416527648819,16.886666666666663
MN,MB,MB_BOARD,G2,1,P5P1,W-2,14,60,60,33,0.55,0.4333333333333334,11.666666666666664,0.045188455929291584,4,0.06666666666666667,0.03150000000000002,3.5166666666666644,0.11702416527648819,16.886666666666663
MN,MB,MB_BOARD,G2,1,P5P2,D-6,6,60,60,33,0.55,0.4333333333333334,11.666666666666664,0.045188455929291584,4,0.06666666666666667,0.03150000000000002,3.5166666666666644,0.11702416527648819,16.886666666666663
MT,MB,MB_BOARD,G1,1,P5P3,D-3,3,90,90,42,0.4666666666666667,0.35200000000000004,11.466666666666663,0.015103641897009605,4,0.044444444444444446,0.024333333333333342,2.01111111111111,0.18507652341180741,16.879999999999995
MB,MB,MB_BOARD,G2,1,P3P4,D-6,6,60,60,22,0.36666666666666664,0.23633333333333348,13.033333333333315,0.013059366907124698,2,0.03333333333333333,0.010000000000000005,2.3333333333333326,0.12145413045216209,16.833333333333314
MB,MB,MB_BOARD,G2,2,P3P4,W-2,14,60,60,22,0.36666666666666664,0.23633333333333348,13.033333333333315,0.013059366907124698,2,0.03333333333333333,0.010000000000000005,2.3333333333333326,0.12145413045216209,16.833333333333314
MT,MB,MB_BOARD,DB,1,P3P4,D-1,1,60,60,29,0.48333333333333334,0.35566666666666685,12.766666666666648,0.026747508669725226,3,0.05,0.024500000000000015,2.549999999999999,0.19485824258196202,16.826666666666647
MT,MB,MB_BOARD,G2,1,P4P1,D-1,1,60,60,29,0.48333333333333334,0.35566666666666685,12.766666666666648,0.026747508669725226,3,0.05,0.024500000000000015,2.549999999999999,0.19485824258196202,16.826666666666647
MN,MT,Khánh Hòa,G2,1,FIRST2,W-1,7,180,52,30,0.5769230769230769,0.4196153846153846,15.730769230769226,0.015459191422697076,2,0.038461538461538464,0.029423076923076944,0.903846153846152,0.5098203452802802,16.81538461538461
MN,MT,Khánh Hòa,G2,1,P1P2,W-1,7,180,52,30,0.5769230769230769,0.4196153846153846,15.730769230769226,0.015459191422697076,2,0.038461538461538464,0.029423076923076944,0.903846153846152,0.5098203452802802,16.81538461538461
MN,MT,Đà Nẵng,G1,1,FIRST2,D-5,5,180,51,27,0.5294117647058824,0.41980392156862745,10.96078431372549,0.07434383427984866,4,0.0784313725490196,0.030000000000000023,4.843137254901958,0.052929245884517244,16.77254901960784
MN,MT,Đà Nẵng,G1,1,P1P2,D-5,5,180,51,27,0.5294117647058824,0.41980392156862745,10.96078431372549,0.07434383427984866,4,0.0784313725490196,0.030000000000000023,4.843137254901958,0.052929245884517244,16.77254901960784
MT,MT,Huế,G1,1,P3P4,D-5,5,180,31,16,0.5161290322580645,0.35870967741935483,15.741935483870966,0.05048274993556079,1,0.03225806451612903,0.0238709677419355,0.8387096774193532,0.6111758779727317,16.74838709677419
