tier,target_region,rule_key,source_region,source_unit,source_prize,source_index,transform,family,axis,lag,window,weekday,station_set,days,hit_rate,hit_baseline,hit_lift_pp,db_day_rate,db_day_baseline,db_day_lift_pp,half_stable,score
C,MT,MN:Sóc Trăng:G1#1:P3P2,MN,Sóc Trăng,G1,1,P3P2,adjacent_pair,D-4,4,180,,Huế|Khánh Hòa|Kon Tum,16,0.625,0.4081,21.69,0.1875,0.03,15.75,2,48.27
A,MT,MN:Đà Lạt:DB#1:TAIL_HEAD,MN,Đà Lạt,DB,1,TAIL_HEAD,head_tail_cross,W-2,14,180,6,ALL,25,0.68,0.4084,27.16,0.12,0.03,9.0,2,48.09
B,MB,MT:Khánh Hòa:G1#1:TAIL_HEAD,MT,Khánh Hòa,G1,1,TAIL_HEAD,head_tail_cross,D-7,7,180,2,ALL,25,0.56,0.2388,32.12,0.04,0.01,3.0,2,48.04
B,MB,MT:Khánh Hòa:G1#1:TAIL_HEAD,MT,Khánh Hòa,G1,1,TAIL_HEAD,head_tail_cross,D-7,7,180,,Bắc Ninh,25,0.56,0.2388,32.12,0.04,0.01,3.0,2,48.04
B,MB,MT:Khánh Hòa:G1#1:TAIL_HEAD,MT,Khánh Hòa,G1,1,TAIL_HEAD,head_tail_cross,D-7,7,180,2,ALL,25,0.56,0.2388,32.12,0.04,0.01,3.0,2,48.04
B,MB,MT:Khánh Hòa:G1#1:TAIL_HEAD,MT,Khánh Hòa,G1,1,TAIL_HEAD,head_tail_cross,D-7,7,180,,Bắc Ninh,25,0.56,0.2388,32.12,0.04,0.01,3.0,2,48.04
C,MT,MN:Đà Lạt:G2#2:LAST2_REV,MN,Đà Lạt,G2,2,LAST2_REV,tail,D-2,2,180,1,ALL,13,0.6154,0.3062,30.92,0.0769,0.02,5.69,2,48.04
C,MT,MN:Đà Lạt:G2#2:LAST2_REV,MN,Đà Lạt,G2,2,LAST2_REV,tail,D-2,2,180,,Quảng Nam|Đắk Lắk,13,0.6154,0.3062,30.92,0.0769,0.02,5.69,2,48.04
C,MT,MN:Đà Lạt:G2#2:P4P3,MN,Đà Lạt,G2,2,P4P3,adjacent_pair,D-2,2,180,1,ALL,13,0.6154,0.3062,30.92,0.0769,0.02,5.69,2,48.04
C,MT,MN:Đà Lạt:G2#2:P4P3,MN,Đà Lạt,G2,2,P4P3,adjacent_pair,D-2,2,180,,Quảng Nam|Đắk Lắk,13,0.6154,0.3062,30.92,0.0769,0.02,5.69,2,48.04
C,MT,MN:Cần Thơ:G2#2:LAST2_REV,MN,Cần Thơ,G2,2,LAST2_REV,tail,D-6,6,180,1,ALL,13,0.6154,0.3062,30.92,0.0769,0.02,5.69,2,48.04
C,MT,MN:Cần Thơ:G2#2:LAST2_REV,MN,Cần Thơ,G2,2,LAST2_REV,tail,D-6,6,180,,Quảng Nam|Đắk Lắk,13,0.6154,0.3062,30.92,0.0769,0.02,5.69,2,48.04
C,MT,MN:Cần Thơ:G2#2:P4P3,MN,Cần Thơ,G2,2,P4P3,adjacent_pair,D-6,6,180,1,ALL,13,0.6154,0.3062,30.92,0.0769,0.02,5.69,2,48.04
C,MT,MN:Cần Thơ:G2#2:P4P3,MN,Cần Thơ,G2,2,P4P3,adjacent_pair,D-6,6,180,,Quảng Nam|Đắk Lắk,13,0.6154,0.3062,30.92,0.0769,0.02,5.69,2,48.04
C,MT,MN:An Giang:G2#2:FIRST2_REV,MN,An Giang,G2,2,FIRST2_REV,head,D-5,5,180,1,ALL,13,0.5385,0.3062,23.23,0.1538,0.02,13.38,2,48.04
C,MT,MN:An Giang:G2#2:FIRST2_REV,MN,An Giang,G2,2,FIRST2_REV,head,D-5,5,180,,Quảng Nam|Đắk Lắk,13,0.5385,0.3062,23.23,0.1538,0.02,13.38,2,48.04
C,MB,MT:Đà Nẵng:DB#1:P3P2,MT,Đà Nẵng,DB,1,P3P2,adjacent_pair,D-5,5,180,0,ALL,12,0.4167,0.2325,18.42,0.1667,0.01,15.67,2,48.03
A,MN,MB:MB_BOARD:G1#1:P2P4,MB,MB_BOARD,G1,1,P2P4,position_pair,W-3,21,180,1,ALL,25,0.72,0.4112,30.88,0.08,0.03,5.0,2,48.02
A,MN,MB:MB_BOARD:G1#1:P2P4,MB,MB_BOARD,G1,1,P2P4,position_pair,W-3,21,180,,Bạc Liêu|Bến Tre|Vũng Tàu,25,0.72,0.4112,30.88,0.08,0.03,5.0,2,48.02
B,MT,MN:TP. HCM:G1#1:LAST2,MN,TP. HCM,G1,1,LAST2,tail,W-2,14,180,5,ALL,26,0.7308,0.42,31.08,0.0769,0.03,4.69,2,48.01
B,MT,MN:TP. HCM:G1#1:LAST2,MN,TP. HCM,G1,1,LAST2,tail,W-2,14,180,,Quảng Ngãi|Đà Nẵng|Đắk Nông,26,0.7308,0.42,31.08,0.0769,0.03,4.69,2,48.01
B,MT,MN:TP. HCM:DB#1:FIRST2,MN,TP. HCM,DB,1,FIRST2,head,W-2,14,180,5,ALL,26,0.7308,0.42,31.08,0.0769,0.03,4.69,2,48.01
B,MT,MN:TP. HCM:DB#1:FIRST2,MN,TP. HCM,DB,1,FIRST2,head,W-2,14,180,,Quảng Ngãi|Đà Nẵng|Đắk Nông,26,0.7308,0.42,31.08,0.0769,0.03,4.69,2,48.01
B,MB,MB:MB_BOARD:G2#1:P5P2,MB,MB_BOARD,G2,1,P5P2,position_pair,W-2,14,180,1,ALL,24,0.4583,0.2371,22.12,0.125,0.01,11.5,2,47.85
B,MB,MB:MB_BOARD:G2#1:P5P2,MB,MB_BOARD,G2,1,P5P2,position_pair,W-2,14,180,,Quảng Ninh,24,0.4583,0.2371,22.12,0.125,0.01,11.5,2,47.85
A,MT,MN:Kiên Giang:G2#1:LAST2,MN,Kiên Giang,G2,1,LAST2,tail,W-4,28,180,6,ALL,25,0.64,0.4084,23.16,0.16,0.03,13.0,2,47.83
A,MT,MN:Vũng Tàu:G2#1:HEAD_TAIL,MN,Vũng Tàu,G2,1,HEAD_TAIL,head_tail_cross,D-2,2,180,3,ALL,26,0.6154,0.4154,20.0,0.1923,0.03,16.23,2,47.79
A,MT,MN:Vũng Tàu:G2#1:HEAD_TAIL,MN,Vũng Tàu,G2,1,HEAD_TAIL,head_tail_cross,D-2,2,180,,Bình Định|Quảng Bình|Quảng Trị,26,0.6154,0.4154,20.0,0.1923,0.03,16.23,2,47.79
A,MN,MT:Bình Định:DB#1:LAST2_REV,MT,Bình Định,DB,1,LAST2_REV,tail,D-6,6,180,2,ALL,26,0.6923,0.4204,27.19,0.1154,0.0296,8.58,2,47.75
A,MN,MT:Bình Định:DB#1:LAST2_REV,MT,Bình Định,DB,1,LAST2_REV,tail,D-6,6,180,,Cần Thơ|Sóc Trăng|Đồng Nai,26,0.6923,0.4204,27.19,0.1154,0.0296,8.58,2,47.75
A,MN,MB:MB_BOARD:G1#1:P1P3,MB,MB_BOARD,G1,1,P1P3,position_pair,D-1,1,180,1,ALL,25,0.68,0.4116,26.84,0.12,0.03,9.0,2,47.71
A,MN,MB:MB_BOARD:G1#1:P1P3,MB,MB_BOARD,G1,1,P1P3,position_pair,D-1,1,180,,Bạc Liêu|Bến Tre|Vũng Tàu,25,0.68,0.4116,26.84,0.12,0.03,9.0,2,47.71
A,MN,MT:Quảng Bình:G2#1:HEAD_TAIL,MT,Quảng Bình,G2,1,HEAD_TAIL,head_tail_cross,D-7,7,180,3,ALL,26,0.6538,0.4188,23.5,0.1538,0.03,12.38,2,47.64
A,MN,MT:Quảng Bình:G2#1:HEAD_TAIL,MT,Quảng Bình,G2,1,HEAD_TAIL,head_tail_cross,D-7,7,180,,An Giang|Bình Thuận|Tây Ninh,26,0.6538,0.4188,23.5,0.1538,0.03,12.38,2,47.64
A,MN,MT:Quảng Bình:G2#1:HEAD_TAIL,MT,Quảng Bình,G2,1,HEAD_TAIL,head_tail_cross,D-7,7,180,3,ALL,26,0.6538,0.4188,23.5,0.1538,0.03,12.38,2,47.64
A,MN,MT:Quảng Bình:G2#1:HEAD_TAIL,MT,Quảng Bình,G2,1,HEAD_TAIL,head_tail_cross,D-7,7,180,,An Giang|Bình Thuận|Tây Ninh,26,0.6538,0.4188,23.5,0.1538,0.03,12.38,2,47.64
A,MN,MB:MB_BOARD:DB#1:P1P3,MB,MB_BOARD,DB,1,P1P3,position_pair,D-6,6,180,1,ALL,25,0.68,0.4124,26.76,0.12,0.03,9.0,2,47.61
A,MN,MB:MB_BOARD:DB#1:P1P3,MB,MB_BOARD,DB,1,P1P3,position_pair,D-6,6,180,,Bạc Liêu|Bến Tre|Vũng Tàu,25,0.68,0.4124,26.76,0.12,0.03,9.0,2,47.61
A,MN,MB:MB_BOARD:G1#1:P4P3,MB,MB_BOARD,G1,1,P4P3,adjacent_pair,D-5,5,180,1,ALL,25,0.68,0.4124,26.76,0.12,0.03,9.0,2,47.61
A,MN,MB:MB_BOARD:G1#1:P4P3,MB,MB_BOARD,G1,1,P4P3,adjacent_pair,D-5,5,180,,Bạc Liêu|Bến Tre|Vũng Tàu,25,0.68,0.4124,26.76,0.12,0.03,9.0,2,47.61
C,MB,MN:Vũng Tàu:G2#2:FIRST2,MN,Vũng Tàu,G2,2,FIRST2,head,W-4,28,180,1,ALL,15,0.5333,0.2387,29.47,0.0667,0.01,5.67,2,47.59
C,MB,MN:Vũng Tàu:G2#2:FIRST2,MN,Vũng Tàu,G2,2,FIRST2,head,W-4,28,180,,Quảng Ninh,15,0.5333,0.2387,29.47,0.0667,0.01,5.67,2,47.59
B,MB,MB:MB_BOARD:G2#2:SUM_UNIT_HEAD,MB,MB_BOARD,G2,2,SUM_UNIT_HEAD,digit_sum,D-2,2,180,4,ALL,25,0.56,0.2428,31.72,0.04,0.01,3.0,2,47.56
B,MB,MB:MB_BOARD:G2#2:SUM_UNIT_HEAD,MB,MB_BOARD,G2,2,SUM_UNIT_HEAD,digit_sum,D-2,2,180,,Hải Phòng,25,0.56,0.2428,31.72,0.04,0.01,3.0,2,47.56
A,MT,MN:Hậu Giang:G2#1:FIRST2_REV,MN,Hậu Giang,G2,1,FIRST2_REV,head,D-5,5,180,3,ALL,26,0.5769,0.4154,16.15,0.2308,0.03,20.08,2,47.54
A,MT,MN:Hậu Giang:G2#1:FIRST2_REV,MN,Hậu Giang,G2,1,FIRST2_REV,head,D-5,5,180,,Bình Định|Quảng Bình|Quảng Trị,26,0.5769,0.4154,16.15,0.2308,0.03,20.08,2,47.54
C,MB,MT:Đà Nẵng:G2#2:LAST2,MT,Đà Nẵng,G2,2,LAST2,tail,W-3,21,180,2,ALL,15,0.5333,0.2393,29.4,0.0667,0.01,5.67,2,47.51
C,MB,MT:Đà Nẵng:G2#2:LAST2,MT,Đà Nẵng,G2,2,LAST2,tail,W-3,21,180,,Bắc Ninh,15,0.5333,0.2393,29.4,0.0667,0.01,5.67,2,47.51
C,MN,MT:Khánh Hòa:G2#2:FIRST2_REV,MT,Khánh Hòa,G2,2,FIRST2_REV,head,D-4,4,180,3,ALL,16,0.75,0.4225,32.75,0.0625,0.03,3.25,2,47.38
C,MN,MT:Khánh Hòa:G2#2:FIRST2_REV,MT,Khánh Hòa,G2,2,FIRST2_REV,head,D-4,4,180,,An Giang|Bình Thuận|Tây Ninh,16,0.75,0.4225,32.75,0.0625,0.03,3.25,2,47.38
C,MN,MT:Khánh Hòa:G1#1:P4P3,MT,Khánh Hòa,G1,1,P4P3,adjacent_pair,D-3,3,180,5,ALL,13,0.8462,0.5208,32.54,0.0769,0.04,3.69,2,47.21
C,MN,MT:Khánh Hòa:G1#1:P4P3,MT,Khánh Hòa,G1,1,P4P3,adjacent_pair,D-3,3,180,,Bình Phước|Hậu Giang|Long An|TP. HCM,13,0.8462,0.5208,32.54,0.0769,0.04,3.69,2,47.21
B,MN,MB:MB_BOARD:G2#2:P5P3,MB,MB_BOARD,G2,2,P5P3,position_pair,W-2,14,180,2,ALL,25,0.76,0.4208,33.92,0.04,0.0296,1.04,2,47.18
B,MN,MB:MB_BOARD:G2#2:P5P3,MB,MB_BOARD,G2,2,P5P3,position_pair,W-2,14,180,,Cần Thơ|Sóc Trăng|Đồng Nai,25,0.76,0.4208,33.92,0.04,0.0296,1.04,2,47.18
C,MN,MT:Ninh Thuận:G2#2:HEAD_TAIL,MT,Ninh Thuận,G2,2,HEAD_TAIL,head_tail_cross,D-5,5,180,2,ALL,16,0.6875,0.4213,26.62,0.125,0.0294,9.56,2,47.18
C,MN,MT:Ninh Thuận:G2#2:HEAD_TAIL,MT,Ninh Thuận,G2,2,HEAD_TAIL,head_tail_cross,D-5,5,180,,Cần Thơ|Sóc Trăng|Đồng Nai,16,0.6875,0.4213,26.62,0.125,0.0294,9.56,2,47.18
C,MN,MT:Phú Yên:G2#2:P3P2,MT,Phú Yên,G2,2,P3P2,adjacent_pair,W-3,21,180,0,ALL,16,0.6875,0.4219,26.56,0.125,0.03,9.5,2,47.04
C,MN,MT:Phú Yên:G2#2:P3P2,MT,Phú Yên,G2,2,P3P2,adjacent_pair,W-3,21,180,,Cà Mau|TP. HCM|Đồng Tháp,16,0.6875,0.4219,26.56,0.125,0.03,9.5,2,47.04
A,MT,MN:Bình Phước:G1#1:TAIL_HEAD,MN,Bình Phước,G1,1,TAIL_HEAD,head_tail_cross,W-4,28,180,5,ALL,26,0.5769,0.42,15.69,0.2308,0.03,20.08,2,46.98
A,MT,MN:Bình Phước:G1#1:TAIL_HEAD,MN,Bình Phước,G1,1,TAIL_HEAD,head_tail_cross,W-4,28,180,,Quảng Ngãi|Đà Nẵng|Đắk Nông,26,0.5769,0.42,15.69,0.2308,0.03,20.08,2,46.98
A,MN,MB:MB_BOARD:G1#1:SUM_UNIT_HEAD,MB,MB_BOARD,G1,1,SUM_UNIT_HEAD,digit_sum,W-2,14,180,3,ALL,25,0.68,0.4184,26.16,0.12,0.03,9.0,2,46.89
A,MN,MB:MB_BOARD:G1#1:SUM_UNIT_HEAD,MB,MB_BOARD,G1,1,SUM_UNIT_HEAD,digit_sum,W-2,14,180,,An Giang|Bình Thuận|Tây Ninh,25,0.68,0.4184,26.16,0.12,0.03,9.0,2,46.89
C,MT,MB:MB_BOARD:DB#1:HEAD_SECOND_LAST,MB,MB_BOARD,DB,1,HEAD_SECOND_LAST,head_secondlast_cross,D-3,3,180,,Huế|Khánh Hòa|Kon Tum,15,0.6,0.406,19.4,0.2,0.03,17.0,2,46.85
C,MT,MB:MB_BOARD:DB#1:P1P4,MB,MB_BOARD,DB,1,P1P4,position_pair,D-3,3,180,,Huế|Khánh Hòa|Kon Tum,15,0.6,0.406,19.4,0.2,0.03,17.0,2,46.85
B,MT,MB:MB_BOARD:G2#2:FIRST2_REV,MB,MB_BOARD,G2,2,FIRST2_REV,head,D-3,3,180,6,ALL,24,0.6667,0.41,25.67,0.125,0.03,9.5,2,46.77
B,MT,MB:MB_BOARD:G2#2:P2P1,MB,MB_BOARD,G2,2,P2P1,adjacent_pair,D-3,3,180,6,ALL,24,0.6667,0.41,25.67,0.125,0.03,9.5,2,46.77
A,MN,MB:MB_BOARD:G2#1:P4P2,MB,MB_BOARD,G2,1,P4P2,position_pair,D-3,3,180,3,ALL,25,0.68,0.42,26.0,0.12,0.03,9.0,2,46.7
A,MN,MB:MB_BOARD:G2#1:P4P2,MB,MB_BOARD,G2,1,P4P2,position_pair,D-3,3,180,,An Giang|Bình Thuận|Tây Ninh,25,0.68,0.42,26.0,0.12,0.03,9.0,2,46.7
A,MN,MB:MB_BOARD:G2#2:TAIL_HEAD,MB,MB_BOARD,G2,2,TAIL_HEAD,head_tail_cross,D-3,3,180,0,ALL,25,0.68,0.4208,25.92,0.12,0.03,9.0,2,46.6
A,MN,MB:MB_BOARD:G2#2:TAIL_HEAD,MB,MB_BOARD,G2,2,TAIL_HEAD,head_tail_cross,D-3,3,180,,Cà Mau|TP. HCM|Đồng Tháp,25,0.68,0.4208,25.92,0.12,0.03,9.0,2,46.6
A,MN,MB:MB_BOARD:G2#2:SUM_UNIT_TAIL,MB,MB_BOARD,G2,2,SUM_UNIT_TAIL,digit_sum,D-2,2,180,0,ALL,25,0.68,0.4208,25.92,0.12,0.03,9.0,2,46.6
A,MN,MB:MB_BOARD:G2#2:SUM_UNIT_TAIL,MB,MB_BOARD,G2,2,SUM_UNIT_TAIL,digit_sum,D-2,2,180,,Cà Mau|TP. HCM|Đồng Tháp,25,0.68,0.4208,25.92,0.12,0.03,9.0,2,46.6
A,MN,MB:MB_BOARD:G2#2:P5P1,MB,MB_BOARD,G2,2,P5P1,position_pair,D-3,3,180,0,ALL,25,0.68,0.4208,25.92,0.12,0.03,9.0,2,46.6
A,MN,MB:MB_BOARD:G2#2:P5P1,MB,MB_BOARD,G2,2,P5P1,position_pair,D-3,3,180,,Cà Mau|TP. HCM|Đồng Tháp,25,0.68,0.4208,25.92,0.12,0.03,9.0,2,46.6
A,MN,MT:Gia Lai:G2#1:P4P1,MT,Gia Lai,G2,1,P4P1,position_pair,D-3,3,180,0,ALL,25,0.68,0.4208,25.92,0.12,0.03,9.0,2,46.6
A,MN,MT:Gia Lai:G2#1:P4P1,MT,Gia Lai,G2,1,P4P1,position_pair,D-3,3,180,,Cà Mau|TP. HCM|Đồng Tháp,25,0.68,0.4208,25.92,0.12,0.03,9.0,2,46.6
B,MT,MB:MB_BOARD:G1#1:SUM_UNIT_HEAD,MB,MB_BOARD,G1,1,SUM_UNIT_HEAD,digit_sum,D-6,6,180,0,ALL,24,0.5,0.3021,19.79,0.1667,0.02,14.67,2,46.55
C,MB,MN:TP. HCM:G2#1:P5P4,MN,TP. HCM,G2,1,P5P4,adjacent_pair,D-2,2,180,0,ALL,12,0.5,0.2317,26.83,0.0833,0.01,7.33,2,46.47
C,MB,MN:TP. HCM:G2#1:P5P4,MN,TP. HCM,G2,1,P5P4,adjacent_pair,D-2,2,180,,Hà Nội,12,0.5,0.2317,26.83,0.0833,0.01,7.33,2,46.47
A,MN,MB:MB_BOARD:G1#1:HEAD_TAIL,MB,MB_BOARD,G1,1,HEAD_TAIL,head_tail_cross,D-7,7,180,2,ALL,25,0.64,0.42,22.0,0.16,0.0296,13.04,2,46.47
A,MN,MB:MB_BOARD:G1#1:HEAD_TAIL,MB,MB_BOARD,G1,1,HEAD_TAIL,head_tail_cross,D-7,7,180,,Cần Thơ|Sóc Trăng|Đồng Nai,25,0.64,0.42,22.0,0.16,0.0296,13.04,2,46.47
A,MN,MB:MB_BOARD:G1#1:HEAD_TAIL,MB,MB_BOARD,G1,1,HEAD_TAIL,head_tail_cross,D-7,7,180,2,ALL,25,0.64,0.42,22.0,0.16,0.0296,13.04,2,46.47
A,MN,MB:MB_BOARD:G1#1:HEAD_TAIL,MB,MB_BOARD,G1,1,HEAD_TAIL,head_tail_cross,D-7,7,180,,Cần Thơ|Sóc Trăng|Đồng Nai,25,0.64,0.42,22.0,0.16,0.0296,13.04,2,46.47
A,MN,MB:MB_BOARD:G1#1:P1P5,MB,MB_BOARD,G1,1,P1P5,position_pair,D-7,7,180,2,ALL,25,0.64,0.42,22.0,0.16,0.0296,13.04,2,46.47
A,MN,MB:MB_BOARD:G1#1:P1P5,MB,MB_BOARD,G1,1,P1P5,position_pair,D-7,7,180,,Cần Thơ|Sóc Trăng|Đồng Nai,25,0.64,0.42,22.0,0.16,0.0296,13.04,2,46.47
A,MN,MB:MB_BOARD:G1#1:P1P5,MB,MB_BOARD,G1,1,P1P5,position_pair,D-7,7,180,2,ALL,25,0.64,0.42,22.0,0.16,0.0296,13.04,2,46.47
A,MN,MB:MB_BOARD:G1#1:P1P5,MB,MB_BOARD,G1,1,P1P5,position_pair,D-7,7,180,,Cần Thơ|Sóc Trăng|Đồng Nai,25,0.64,0.42,22.0,0.16,0.0296,13.04,2,46.47
C,MN,MT:Gia Lai:G2#2:TAIL_HEAD,MT,Gia Lai,G2,2,TAIL_HEAD,head_tail_cross,D-2,2,180,6,ALL,15,0.6667,0.4213,24.53,0.1333,0.0287,10.47,2,46.47
C,MN,MT:Gia Lai:G2#2:TAIL_HEAD,MT,Gia Lai,G2,2,TAIL_HEAD,head_tail_cross,D-2,2,180,,Kiên Giang|Tiền Giang|Đà Lạt,15,0.6667,0.4213,24.53,0.1333,0.0287,10.47,2,46.47
C,MN,MT:Gia Lai:G2#2:P4P1,MT,Gia Lai,G2,2,P4P1,position_pair,D-2,2,180,6,ALL,15,0.6667,0.4213,24.53,0.1333,0.0287,10.47,2,46.47
C,MN,MT:Gia Lai:G2#2:P4P1,MT,Gia Lai,G2,2,P4P1,position_pair,D-2,2,180,,Kiên Giang|Tiền Giang|Đà Lạt,15,0.6667,0.4213,24.53,0.1333,0.0287,10.47,2,46.47
A,MN,MB:MB_BOARD:DB#1:FIRST2_REV,MB,MB_BOARD,DB,1,FIRST2_REV,head,D-4,4,180,4,ALL,25,0.72,0.4248,29.52,0.08,0.03,5.0,2,46.39
A,MN,MB:MB_BOARD:DB#1:FIRST2_REV,MB,MB_BOARD,DB,1,FIRST2_REV,head,D-4,4,180,,Bình Dương|Trà Vinh|Vĩnh Long,25,0.72,0.4248,29.52,0.08,0.03,5.0,2,46.39
A,MN,MB:MB_BOARD:DB#1:P2P1,MB,MB_BOARD,DB,1,P2P1,adjacent_pair,D-4,4,180,4,ALL,25,0.72,0.4248,29.52,0.08,0.03,5.0,2,46.39
A,MN,MB:MB_BOARD:DB#1:P2P1,MB,MB_BOARD,DB,1,P2P1,adjacent_pair,D-4,4,180,,Bình Dương|Trà Vinh|Vĩnh Long,25,0.72,0.4248,29.52,0.08,0.03,5.0,2,46.39
C,MB,MT:Khánh Hòa:DB#1:P6P5,MT,Khánh Hòa,DB,1,P6P5,adjacent_pair,D-5,5,180,0,ALL,12,0.5,0.2325,26.75,0.0833,0.01,7.33,2,46.37
C,MB,MT:Khánh Hòa:DB#1:P6P5,MT,Khánh Hòa,DB,1,P6P5,adjacent_pair,D-5,5,180,,Hà Nội,12,0.5,0.2325,26.75,0.0833,0.01,7.33,2,46.37
C,MN,MT:Thừa Thiên Huế:G2#1:P4P3,MT,Thừa Thiên Huế,G2,1,P4P3,adjacent_pair,D-5,5,180,5,ALL,12,0.8333,0.52,31.33,0.0833,0.04,4.33,2,46.37
C,MN,MT:Thừa Thiên Huế:G2#1:P4P3,MT,Thừa Thiên Huế,G2,1,P4P3,adjacent_pair,D-5,5,180,,Bình Phước|Hậu Giang|Long An|TP. HCM,12,0.8333,0.52,31.33,0.0833,0.04,4.33,2,46.37
C,MT,MB:MB_BOARD:DB#1:P2P4,MB,MB_BOARD,DB,1,P2P4,position_pair,D-5,5,180,,Huế|Phú Yên,13,0.5385,0.3038,23.46,0.1538,0.02,13.38,1,46.32
C,MT,MB:MB_BOARD:G1#1:P3P5,MB,MB_BOARD,G1,1,P3P5,position_pair,W-4,28,180,,Huế|Phú Yên,13,0.4615,0.3038,15.77,0.2308,0.02,21.08,1,46.32
C,MT,MB:MB_BOARD:G2#1:P3P4,MB,MB_BOARD,G2,1,P3P4,adjacent_pair,W-4,28,180,,Huế|Phú Yên,13,0.5385,0.3038,23.46,0.1538,0.02,13.38,1,46.32
A,MN,MB:MB_BOARD:G1#1:P2P4,MB,MB_BOARD,G1,1,P2P4,position_pair,D-4,4,180,4,ALL,25,0.68,0.4248,25.52,0.12,0.03,9.0,2,46.12
A,MN,MB:MB_BOARD:G1#1:P2P4,MB,MB_BOARD,G1,1,P2P4,position_pair,D-4,4,180,,Bình Dương|Trà Vinh|Vĩnh Long,25,0.68,0.4248,25.52,0.12,0.03,9.0,2,46.12
C,MN,MT:Huế:G1#1:FIRST2,MT,Huế,G1,1,FIRST2,head,W-2,14,180,0,ALL,15,0.6667,0.418,24.87,0.1333,0.03,10.33,2,45.85
C,MN,MT:Huế:G1#1:FIRST2,MT,Huế,G1,1,FIRST2,head,W-2,14,180,,Cà Mau|TP. HCM|Đồng Tháp,15,0.6667,0.418,24.87,0.1333,0.03,10.33,2,45.85
C,MN,MT:Phú Yên:G2#2:P3P2,MT,Phú Yên,G2,2,P3P2,adjacent_pair,W-2,14,180,0,ALL,15,0.6667,0.418,24.87,0.1333,0.03,10.33,2,45.85
C,MN,MT:Phú Yên:G2#2:P3P2,MT,Phú Yên,G2,2,P3P2,adjacent_pair,W-2,14,180,,Cà Mau|TP. HCM|Đồng Tháp,15,0.6667,0.418,24.87,0.1333,0.03,10.33,2,45.85
B,MT,MN:TP. HCM:G2#1:P4P3,MN,TP. HCM,G2,1,P4P3,adjacent_pair,D-4,4,180,4,ALL,26,0.6154,0.305,31.04,0.0385,0.0192,1.92,2,45.71
B,MT,MN:TP. HCM:G2#1:P4P3,MN,TP. HCM,G2,1,P4P3,adjacent_pair,D-4,4,180,,Gia Lai|Ninh Thuận,26,0.6154,0.305,31.04,0.0385,0.0192,1.92,2,45.71
C,MT,MN:Cà Mau:G2#2:TAIL_HEAD,MN,Cà Mau,G2,2,TAIL_HEAD,head_tail_cross,D-2,2,180,2,ALL,12,0.6667,0.2992,36.75,0.0,0.02,-2.0,2,45.7
C,MT,MN:Cà Mau:G2#2:TAIL_HEAD,MN,Cà Mau,G2,2,TAIL_HEAD,head_tail_cross,D-2,2,180,,Khánh Hòa|Đà Nẵng,12,0.6667,0.2992,36.75,0.0,0.02,-2.0,2,45.7
C,MT,MN:Cà Mau:G2#2:P4P1,MN,Cà Mau,G2,2,P4P1,position_pair,D-2,2,180,2,ALL,12,0.6667,0.2992,36.75,0.0,0.02,-2.0,2,45.7
C,MT,MN:Cà Mau:G2#2:P4P1,MN,Cà Mau,G2,2,P4P1,position_pair,D-2,2,180,,Khánh Hòa|Đà Nẵng,12,0.6667,0.2992,36.75,0.0,0.02,-2.0,2,45.7
C,MT,MN:Vũng Tàu:G2#2:LAST2_REV,MN,Vũng Tàu,G2,2,LAST2_REV,tail,D-1,1,180,2,ALL,12,0.5,0.2992,20.08,0.1667,0.02,14.67,2,45.7
C,MT,MN:Vũng Tàu:G2#2:LAST2_REV,MN,Vũng Tàu,G2,2,LAST2_REV,tail,D-1,1,180,,Khánh Hòa|Đà Nẵng,12,0.5,0.2992,20.08,0.1667,0.02,14.67,2,45.7
C,MT,MN:Vũng Tàu:G2#2:P4P3,MN,Vũng Tàu,G2,2,P4P3,adjacent_pair,D-1,1,180,2,ALL,12,0.5,0.2992,20.08,0.1667,0.02,14.67,2,45.7
C,MT,MN:Vũng Tàu:G2#2:P4P3,MN,Vũng Tàu,G2,2,P4P3,adjacent_pair,D-1,1,180,,Khánh Hòa|Đà Nẵng,12,0.5,0.2992,20.08,0.1667,0.02,14.67,2,45.7
A,MB,MB:MB_BOARD:DB#1:P2P3,MB,MB_BOARD,DB,1,P2P3,adjacent_pair,D-5,5,180,4,ALL,26,0.5,0.2427,25.73,0.0769,0.01,6.69,2,45.65
A,MB,MB:MB_BOARD:DB#1:P2P3,MB,MB_BOARD,DB,1,P2P3,adjacent_pair,D-5,5,180,,Hải Phòng,26,0.5,0.2427,25.73,0.0769,0.01,6.69,2,45.65
A,MB,MB:MB_BOARD:G1#1:SUM_LAST2,MB,MB_BOARD,G1,1,SUM_LAST2,digit_sum,W-4,28,180,4,ALL,26,0.5,0.2427,25.73,0.0769,0.01,6.69,2,45.65
A,MB,MB:MB_BOARD:G1#1:SUM_LAST2,MB,MB_BOARD,G1,1,SUM_LAST2,digit_sum,W-4,28,180,,Hải Phòng,26,0.5,0.2427,25.73,0.0769,0.01,6.69,2,45.65
C,MB,MN:Bình Thuận:G2#2:P3P2,MN,Bình Thuận,G2,2,P3P2,adjacent_pair,D-5,5,180,1,ALL,12,0.5,0.2392,26.08,0.0833,0.01,7.33,2,45.57
